skills,cgpa,career
"incident response, firewalls, linux, java, penetration testing, debugging, risk assessment, siem, security, networking",8.48,Cyber Security Analyst
"system design, docker, sql, api development, flask, django, python, authentication",9.59,Backend Developer
"react, ui design, typescript, javascript, web performance, responsive design, penetration testing, ethical hacking",7.93,Frontend Developer
"problem solving, software design, python, debugging, algorithms, java, networking, git, oop, testing",8.5,Software Developer
"azure, docker, python, ci/cd, machine learning, networking, kubernetes, monitoring, linux, aws",6.8,Cloud Engineer
"pandas, data visualization, python, statistics, data cleaning, excel, power bi, data preprocessing, reporting, tableau",6.77,Data Analyst
"devops, linux, ci/cd, networking, kubernetes, monitoring, terraform, aws, docker, azure",9.32,Cloud Engineer
"monitoring, azure, terraform, kubernetes, linux, ci/cd, aws, docker",8.45,Cloud Engineer
"python, hypothesis testing, machine learning, numpy, scikit-learn, data visualization, statistics, feature engineering",7.94,Data Scientist
"testing, problem solving, algorithms, python, debugging, oop, software design",6.6,Software Developer
"debugging, problem solving, databases, algorithms, node.js, git, java, software design, data structures",9.03,Software Developer
"html, ui design, accessibility, react, web performance, css, incident response, responsive design, redux",9.04,Frontend Developer
"authentication, java, django, node.js, sql, api development, python, flask, system design, databases",6.23,Backend Developer
"hypothesis testing, pandas, numpy, python, data visualization, statistics, machine learning, redux",8.59,Data Scientist
"power bi, software design, java, python, oop, debugging, data structures, git, testing, algorithms",9.68,Software Developer
"security, penetration testing, cryptography, firewalls, siem, networking, incident response, ethical hacking, risk assessment",9.21,Cyber Security Analyst
"security, incident response, networking, risk assessment, ethical hacking, penetration testing, firewalls",6.22,Cyber Security Analyst
"networking, docker, linux, ci/cd, terraform, aws, devops",9.82,Cloud Engineer
"data visualization, react, accessibility, excel, ui design, html, web performance, css, typescript, responsive design, javascript, redux",8.71,Frontend Developer
"azure, software design, testing, monitoring, linux, networking, docker, kubernetes",7.03,Cloud Engineer
"nlp, python, data preprocessing, neural networks, deep learning, machine learning, pytorch, tensorflow, computer vision",9.79,AI Engineer
"data structures, software design, debugging, problem solving, git, python, testing, java, oop",9.38,Software Developer
"system design, sql, java, node.js, databases, flask, api development, python",6.24,Backend Developer
"java, data structures, testing, debugging, javascript, react, python, problem solving, git, algorithms",9.25,Software Developer
"pandas, hypothesis testing, statistics, scikit-learn, numpy, machine learning, feature engineering, python, sql, data visualization",7.77,Data Scientist
"statistics, reporting, power bi, sql, python, pandas, data visualization, tableau, excel, data cleaning",8.75,Data Analyst
"docker, statistics, linux, azure, networking, monitoring, kubernetes, aws, devops",8.83,Cloud Engineer
"excel, power bi, data cleaning, data visualization, pandas, python, reporting, tableau, sql, statistics",8.75,Data Analyst
"algorithms, git, problem solving, oop, testing, software design, java",9.29,Software Developer
"accessibility, responsive design, kubernetes, redux, react, ui design, html, devops, css, typescript, javascript",6.91,Frontend Developer
"linux, networking, kubernetes, aws, terraform, devops, docker, monitoring, ci/cd, azure",7.49,Cloud Engineer
"react, typescript, web performance, redux, cryptography, html, css, javascript",8.63,Frontend Developer
"python, tensorflow, pytorch, data preprocessing, computer vision, neural networks",6.32,AI Engineer
"python, databases, flask, git, software design, node.js, authentication, sql, django, java",6.57,Backend Developer
"siem, penetration testing, risk assessment, networking, linux, ethical hacking, security, incident response",6.69,Cyber Security Analyst
"python, excel, statistics, sql, scikit-learn, data visualization, tableau, pandas, power bi, data cleaning",8.21,Data Analyst
"networking, security, siem, cryptography, penetration testing, ci/cd, linux",8.75,Cyber Security Analyst
"data preprocessing, machine learning, python, deep learning, neural networks, pytorch, mathematics, nlp, tensorflow, computer vision",8.94,AI Engineer
"computer vision, data preprocessing, neural networks, nlp, python, tensorflow",6.26,AI Engineer
"python, algorithms, java, debugging, ui design, git, software design, oop, data structures, problem solving, testing",9.04,Software Developer
"terraform, docker, azure, aws, ci/cd, monitoring, kubernetes, networking",6.34,Cloud Engineer
"excel, statistics, data visualization, python, data cleaning, power bi, sql, pandas, tableau, reporting",7.02,Data Analyst
"feature engineering, hypothesis testing, python, statistics, sql, scikit-learn, data visualization, pandas",9.39,Data Scientist
"cryptography, siem, networking, penetration testing, ethical hacking, linux",7.21,Cyber Security Analyst
"statistics, python, data visualization, pandas, data cleaning, sql, excel, reporting",9.08,Data Analyst
"siem, risk assessment, security, firewalls, networking, cryptography, incident response, java, linux, ethical hacking",6.71,Cyber Security Analyst
"mathematics, python, neural networks, data preprocessing, deep learning, computer vision",8.58,AI Engineer
"data structures, deep learning, software design, git, algorithms, testing, problem solving, python, oop",6.82,Software Developer
"data visualization, excel, tableau, power bi, reporting, python, statistics, data cleaning, sql, pandas",7.37,Data Analyst
"sql, flask, authentication, api development, databases, java, system design, node.js, python, django",9.14,Backend Developer
"tensorflow, data preprocessing, neural networks, computer vision, deep learning, mathematics, python",6.49,AI Engineer
"machine learning, nlp, pytorch, deep learning, computer vision, tensorflow",7.94,AI Engineer
"debugging, problem solving, software design, testing, algorithms, python, git",7.81,Software Developer
"deep learning, tensorflow, neural networks, mathematics, python, power bi, machine learning, computer vision, pytorch, nlp",7.12,AI Engineer
"siem, risk assessment, security, kubernetes, linux, terraform, incident response, ethical hacking, firewalls, cryptography",8.71,Cyber Security Analyst
"python, api development, flask, django, node.js, debugging, java",9.11,Backend Developer
"cryptography, ethical hacking, risk assessment, siem, networking, linux, firewalls, security",7.29,Cyber Security Analyst
"tensorflow, mathematics, computer vision, nlp, python, machine learning, deep learning, neural networks, pytorch",6.35,AI Engineer
"responsive design, penetration testing, linux, siem, networking, risk assessment, react, firewalls, security",6.52,Cyber Security Analyst
"problem solving, oop, debugging, python, testing, java",6.88,Software Developer
"incident response, siem, security, networking, ethical hacking, firewalls, cryptography, penetration testing, risk assessment, linux",8.23,Cyber Security Analyst
"accessibility, css, web performance, redux, javascript, responsive design, html",7.69,Frontend Developer
"azure, docker, devops, kubernetes, ci/cd, networking, terraform, reporting, linux",7.19,Cloud Engineer
"software design, problem solving, python, reporting, java, debugging, data structures, testing, oop, git",6.83,Software Developer
"devops, terraform, aws, azure, docker, monitoring, kubernetes, networking, linux",7.92,Cloud Engineer
"authentication, databases, python, api development, system design, flask, node.js, django, oop, java, sql",6.07,Backend Developer
"web performance, accessibility, responsive design, html, ui design, redux, typescript, react",6.24,Frontend Developer
